lncRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
AC064875.1,3.459431619,3.906890596,3.321928095,4.247927513,3.700439718,6.672425342,4.087462841,3.459431619,2.807354922,5.357552005,4.247927513,4.392317423,4.754887502,5.459431619,2.807354922,4.087462841,0,3,3.807354922,3.321928095,3,2.584962501,1.584962501,2.584962501,2,1.584962501,5.247927513,5.491853096,3.584962501,3.584962501,1,4.169925001,2.584962501,5.832890014,2.584962501,2.807354922,5.426264755,4.169925001,4.392317423,1.584962501,4,4,1.584962501,5.285402219,3.459431619,3.584962501,2.584962501,4.807354922,6.108524457,3.169925001,5.087462841,5.209453366,4.700439718,4.392317423,2.807354922,2,2.321928095,3.700439718,1,1,1.584962501,2,5.169925001,6.22881869,3.584962501,2.321928095,3.584962501,2,3,2.321928095,3.807354922,4.459431619,2.321928095,4.087462841,5.169925001,3,4.857980995,3,4.247927513,5.129283017,0,3.321928095,3,3,2.807354922,3,0,4.584962501,3.459431619,5.523561956,3.584962501,4,3,3,4.906890596,6.50779464,5.087462841,3.807354922,3.807354922,4.247927513,3.906890596,3.584962501,1.584962501,4.906890596,3.584962501,4.64385619,3.584962501,5.285402219,3.807354922,4.459431619,1,2,5.727920455,0,1.584962501,3.700439718,1,1,3,4.584962501,3,4.392317423,3,4.584962501,2.584962501,6.14974712,4.247927513,3.584962501,4.700439718,2,5.64385619,4.700439718,5,5.044394119,4,4.64385619,3.321928095,3.584962501,5.614709844,4.321928095,5.321928095,3.584962501,5.906890596,6.339850003,3.584962501,3.906890596,1.584962501,4.321928095,2.807354922,3.584962501,3.906890596,2,4.169925001,3.169925001,4.700439718,3.700439718,5.169925001,5.321928095,4.906890596,3.321928095,2,5.044394119,4.64385619,4,4.087462841,4.392317423,3.321928095,4.700439718
AC082651.3,2,2.807354922,6.022367813,4.321928095,4.584962501,4.807354922,3.584962501,5.247927513,3.906890596,3.584962501,4.64385619,4.95419631,2.807354922,2.807354922,6.044394119,3.700439718,3.906890596,2.321928095,3.906890596,4.321928095,4.169925001,0,2.584962501,3.321928095,4.700439718,1.584962501,3.321928095,3.906890596,2.584962501,2.807354922,3.459431619,3.459431619,2.584962501,5.426264755,4,4.087462841,4,2.584962501,2.807354922,4.392317423,2.321928095,2.807354922,2.584962501,1.584962501,5.584962501,7.011227255,3.700439718,4.459431619,3.906890596,3.700439718,5.754887502,1,4,4.321928095,5.614709844,4.321928095,3.906890596,5.285402219,2.807354922,4.459431619,4.700439718,5.523561956,1,3.459431619,5.209453366,5.857980995,3.169925001,5.807354922,1.584962501,5.247927513,2.584962501,4.64385619,4.459431619,3.584962501,4.523561956,4.584962501,3.906890596,4.321928095,2.584962501,4.64385619,3,2.321928095,1.584962501,5.614709844,4.700439718,3,4,2,5.426264755,3.807354922,2.807354922,5.285402219,4.392317423,2.584962501,3.321928095,4.169925001,5.459431619,4.087462841,5.426264755,4.523561956,5.727920455,3,0,4.459431619,5.781359714,4.857980995,4.754887502,3,3.906890596,3.807354922,0,2.807354922,3,1.584962501,0,4.087462841,3.459431619,6.339850003,5.169925001,4.64385619,3.169925001,6.22881869,4.64385619,3.906890596,2,3.584962501,4.087462841,5.554588852,2.584962501,4.64385619,4.087462841,4.459431619,5.781359714,4.64385619,2.321928095,5,5.832890014,2.807354922,2.807354922,6.266786541,4.754887502,4.857980995,4.247927513,4.247927513,3.906890596,2.807354922,4.95419631,5.95419631,3.584962501,5.781359714,3,3.169925001,6.108524457,2.807354922,0,3.321928095,5.727920455,4.392317423,4.95419631,2.584962501,4.169925001,4.087462841,3.169925001,4.087462841,4.169925001,3,3.321928095,6.409390936
AL390957.1,4.247927513,5.930737338,3.906890596,4.321928095,2.321928095,3.906890596,5.554588852,2,2,3.321928095,4.857980995,6.266786541,4.247927513,3.169925001,3.321928095,3,3.459431619,5.209453366,4.459431619,4.459431619,5.95419631,3.321928095,3.906890596,6.044394119,6.022367813,4.584962501,2.584962501,2.807354922,6.022367813,4.459431619,4.523561956,3.321928095,2,6.894817763,6.977279923,6.14974712,3.459431619,2.807354922,4.700439718,5.321928095,5.930737338,1.584962501,4.95419631,5.169925001,6.50779464,3.321928095,3.459431619,3.906890596,3.906890596,3,4.247927513,4.584962501,3.169925001,5.087462841,4.247927513,5.459431619,6.62935662,2.807354922,5.95419631,4.247927513,4.087462841,3.700439718,2.807354922,6.781359714,4,3.700439718,4.392317423,1,1,3.321928095,4.64385619,3.169925001,3.169925001,2.807354922,5.614709844,5.882643049,5.491853096,4,4.247927513,6.266786541,2.321928095,5.209453366,3.807354922,2.584962501,8.144658243,4,4.169925001,5.392317423,3.459431619,5.087462841,3.700439718,5.781359714,5.392317423,4.392317423,5.321928095,6.247927513,2.321928095,2,4.169925001,4.392317423,3.169925001,2,5.807354922,6.247927513,3.906890596,4.459431619,2.321928095,2.807354922,2.321928095,4.392317423,1,3.584962501,4.247927513,6.918863237,6.209453366,4.459431619,5.357552005,2.321928095,4.321928095,5.727920455,2.321928095,3.321928095,3.459431619,3.584962501,4,4.64385619,5.614709844,2.807354922,3.321928095,4.087462841,4.087462841,3.321928095,3.584962501,5.95419631,4.523561956,4.857980995,6.554588852,2.584962501,3.807354922,5.882643049,4,4.392317423,2,3.169925001,2.807354922,3.459431619,3.807354922,3.700439718,5.087462841,3.321928095,1,3.169925001,3.584962501,6.129283017,3.459431619,3.807354922,2.807354922,6.658211483,3,3.700439718,4,6.523561956,3.169925001,3.169925001,4.906890596,4.857980995,3.906890596,3.807354922
LINC01954,1,0,0,1,0,3.584962501,1.584962501,0,0,4,2.584962501,0,0,2.321928095,2,1.584962501,9.712527,0,2,2,0,1,0,2,0,4.95419631,2,1.584962501,1,2,1,2.807354922,0,2,0,0,2.321928095,2.321928095,3.321928095,0,0,0,1.584962501,3.700439718,2.321928095,4.700439718,4.95419631,0,1.584962501,0,2.321928095,0,3.169925001,2.807354922,0,2.321928095,1,0,0,2,3.321928095,0,1,2.321928095,3.459431619,1,1,3,0,1.584962501,1,0,0,1,2.584962501,1,0,0,1,1,2,2.807354922,0,2.321928095,1.584962501,2.807354922,0,1,1,2,0,0,1,3,0,1.584962501,0,1,2.584962501,1,0,0,0,2.584962501,2,0,2.807354922,2.584962501,2,1,1,0,2.584962501,0,0,0,1,1.584962501,2,0,1.584962501,4.087462841,0,1.584962501,3,2.321928095,0,1,0,1,2.321928095,2,1,2,1.584962501,2.584962501,1,0,1,2.584962501,0,2.321928095,0,2,1,0,1.584962501,1.584962501,1.584962501,4.087462841,0,0,1,3,2,0,0,1,2.321928095,0,1.584962501,1,1,2,1.584962501,0,0,0
AL136114.1,1,1,0,2,1.584962501,1,3.584962501,0,1,4.64385619,1,0,1,1.584962501,0,2.321928095,4.700439718,2,0,1,0,0,2.584962501,4.807354922,1,1,0,1,0,0,0,0,5.882643049,4.807354922,2.321928095,1,2,0,1,1,3.459431619,1,1,0,0,0,3.169925001,1,0,1.584962501,0,1.584962501,1.584962501,1,0,2.584962501,0,2,0,1,2,1,0,2.321928095,0,2.321928095,0,2,0,0,2.321928095,0,3.700439718,0,2.321928095,2,4.584962501,0,3.584962501,2.584962501,2,3.321928095,1,0,1.584962501,0,1,2,2,3,0,2,0,1,1.584962501,3.321928095,1,0,1.584962501,1,0,2.321928095,5.523561956,1,1,0,0,2,0,1,5.727920455,1,1,2.321928095,1,1,0,5.357552005,0,3.700439718,0,3.459431619,1,1.584962501,0,1,2,1,1,1.584962501,0,0,0,2,1.584962501,1.584962501,0,1.584962501,1,4.169925001,1,2.321928095,0,1.584962501,0,3.321928095,0,0,0,1.584962501,2.584962501,0,1,0,2,0,1.584962501,1.584962501,2,2,0,1,1,1,2.321928095,0,0,0
AL670729.3,6.894817763,8.049848549,6.807354922,6.459431619,8.417852515,6.108524457,4.700439718,5.169925001,5.64385619,4,8.438791853,7.417852515,6.491853096,4.523561956,7.665335917,5.044394119,1.584962501,7.189824559,5.285402219,7.21916852,5.754887502,4.700439718,6.62935662,8.562242424,5.672425342,6.169925001,6.614709844,5.700439718,5.491853096,7.22881869,5.754887502,6.845490051,6.807354922,4.857980995,7.971543554,7.651051691,6.14974712,5.392317423,6.426264755,4.700439718,5.426264755,6.266786541,3,5.554588852,6.584962501,5.781359714,4.64385619,9.682994584,8.103287808,4.584962501,6.977279923,7.17990909,4.857980995,8.262094845,7.761551232,6.554588852,6.50779464,6.442943496,2.807354922,5.930737338,7.118941073,6.50779464,5.087462841,6.918863237,6.930737338,6.614709844,5.169925001,6.129283017,5.807354922,5.209453366,6.426264755,6.475733431,5.781359714,8.247927513,7.50779464,5.169925001,4.459431619,5.392317423,5.614709844,6.700439718,3,5.930737338,5.882643049,4.754887502,4.95419631,6.209453366,4.700439718,5.321928095,6.584962501,6.599912842,5.321928095,6.977279923,5.209453366,5.459431619,6.62935662,7.569855608,6.64385619,6.06608919,6.539158811,4,5.614709844,5.087462841,7.6794801,6.50779464,6.741466986,6.129283017,7.727920455,4.754887502,4.754887502,5.044394119,1.584962501,3.459431619,5.523561956,4.087462841,1,5.754887502,4.64385619,6.357552005,6.820178962,6.044394119,6.108524457,6.794415866,8.154818109,7.189824559,7.366322214,4.523561956,7.651051691,6.426264755,5.554588852,5.95419631,6.392317423,5.087462841,7.707359132,7.845490051,6.832890014,4.584962501,6.129283017,5.357552005,7.554588852,8.303780748,6.906890596,4.754887502,5.169925001,6.554588852,5,5.832890014,8.894817763,7.033423002,3.906890596,7.845490051,5.357552005,5.459431619,6.426264755,7.46760555,5.523561956,6.339850003,5.459431619,7.22881869,5.64385619,4.807354922,5.459431619,7.276124405,4.584962501,5.044394119,6.209453366,3,6.375039431,5.426264755
AL450992.1,3.906890596,4.754887502,2,3.584962501,4.584962501,2.807354922,3.321928095,2.584962501,4.087462841,1,3.459431619,3.700439718,1.584962501,1,6.658211483,4,0,3.321928095,2,4,1.584962501,0,4.64385619,2.807354922,0,2.584962501,2.584962501,2.807354922,1.584962501,2.321928095,2.321928095,2.807354922,2.807354922,0,2.584962501,3.807354922,3.169925001,2.584962501,2.321928095,2.584962501,3.906890596,1,2.321928095,2.321928095,2.584962501,2.807354922,0,4.807354922,1.584962501,2,2.807354922,2.321928095,1,3.459431619,4.584962501,3,2.321928095,3,3,3,3.807354922,4,3.321928095,5,4.459431619,3,3.459431619,3.321928095,0,2.807354922,2.807354922,3.807354922,2.321928095,2.584962501,5.247927513,2.321928095,2,2,1.584962501,4.247927513,0,4.754887502,2,2,4.321928095,1.584962501,0,3.807354922,4.700439718,2,2,5,1,3.169925001,2.584962501,3.169925001,3.321928095,2.321928095,1.584962501,2,4.321928095,2,3.584962501,2.321928095,4.321928095,2.807354922,0,2,2,1,0,0,2.321928095,2,2,5.857980995,3.169925001,0,2.807354922,1.584962501,2.321928095,4.169925001,3.584962501,2.584962501,2.584962501,1.584962501,2.321928095,2.321928095,1.584962501,1.584962501,0,1.584962501,3.584962501,3.459431619,2,1.584962501,2.321928095,2,2.584962501,6.022367813,3.459431619,0,0,3.807354922,1,3.169925001,2.807354922,3.169925001,1.584962501,5.169925001,3.321928095,3.321928095,6.357552005,2,3.321928095,3.700439718,2.584962501,3.700439718,3.700439718,0,3.459431619,3.584962501,3.584962501,3.906890596,2.807354922,1.584962501,2.807354922,2
NFIA-AS2,4.700439718,4.321928095,2.584962501,4.392317423,2,6.189824559,6.658211483,4.523561956,2.807354922,4,5.209453366,4.392317423,5.906890596,5.321928095,2.321928095,3.321928095,4.459431619,3.584962501,6.442943496,4,3,3.459431619,2.807354922,4,4.523561956,5.321928095,4.523561956,5.754887502,3.584962501,4.321928095,3.700439718,3.700439718,2,6.22881869,4.857980995,4,3.906890596,5.554588852,5.129283017,3.459431619,2,3.584962501,3.584962501,4.459431619,3.807354922,5.754887502,3.459431619,3.807354922,4.95419631,4.247927513,3,5.357552005,5.285402219,5,3.807354922,1.584962501,4.523561956,4.754887502,3,3.807354922,4.169925001,2.321928095,6.426264755,5.357552005,4.321928095,5.087462841,4.700439718,2.807354922,3.700439718,3.321928095,4.857980995,4.087462841,2.321928095,4.247927513,5.426264755,6.266786541,3.169925001,4.64385619,5.044394119,6.700439718,0,5,6.129283017,3.906890596,2.321928095,5.247927513,4.169925001,4.807354922,2,5.169925001,4.807354922,5.392317423,4.321928095,3.321928095,6.584962501,4,5.392317423,3,4,4.392317423,5.807354922,3.906890596,2,5.357552005,2.321928095,8.092757141,3,4.754887502,4.857980995,4.459431619,3.584962501,3.169925001,7.118941073,0,0,3.700439718,2,4.087462841,4,4.754887502,2.584962501,5.285402219,3.169925001,4.523561956,4.087462841,6.459431619,5.285402219,4.754887502,4.95419631,3.321928095,6.442943496,5.169925001,5.807354922,5.044394119,5.832890014,4.754887502,4,6.339850003,4.857980995,5.357552005,6.554588852,4.321928095,6.686500527,5.321928095,5.044394119,3.807354922,4.392317423,5.169925001,3.321928095,3.169925001,4.169925001,4.906890596,3.169925001,7.876516947,5.672425342,4.392317423,3.321928095,6.169925001,5.392317423,5.807354922,4.523561956,6.303780748,6,5,5.857980995,4.087462841,3.906890596,5.285402219
CRYZL2P-SEC16B,4.754887502,5.087462841,3,3.906890596,4.247927513,5.523561956,4.459431619,3.459431619,4,2,6,4.459431619,4.700439718,3.169925001,6.339850003,6.087462841,2.321928095,5.554588852,2.584962501,4,4.906890596,2,4.807354922,3.584962501,4.247927513,2.584962501,3.906890596,4,3.584962501,1.584962501,4.321928095,3.807354922,3.700439718,2.807354922,6.189824559,3.807354922,4.700439718,3.700439718,4.087462841,5.672425342,2,3,3.906890596,4.459431619,3.906890596,3.807354922,3.169925001,4.807354922,3.459431619,3.459431619,4,3.807354922,3.807354922,2.584962501,5.169925001,2,4.087462841,5.672425342,3.321928095,4.169925001,4.95419631,7.108524457,3.459431619,6.491853096,4.459431619,3.584962501,3,6.357552005,0,4.700439718,5,4,2,5.209453366,4.95419631,1,3.169925001,3.321928095,3.700439718,4,3.700439718,4.700439718,1.584962501,2,5.247927513,4.087462841,1,4,5.930737338,4.392317423,5.044394119,5.64385619,2.321928095,5.044394119,3.807354922,5.285402219,4.247927513,4.95419631,2.807354922,3.459431619,4,1,3.906890596,4.906890596,6.169925001,3.321928095,2.807354922,3,4,3.584962501,3,2.807354922,3.169925001,0,1.584962501,5.426264755,3.169925001,3.169925001,2.807354922,3.584962501,5.169925001,5.523561956,5.491853096,5.169925001,5.321928095,3.807354922,5.491853096,6.303780748,4.087462841,4.754887502,4.754887502,1,3.321928095,3.906890596,3.906890596,0,1.584962501,1.584962501,3,6.129283017,3.807354922,2.321928095,3.169925001,5.700439718,4.459431619,3.321928095,4.392317423,5.807354922,4.321928095,5.614709844,3.321928095,2.807354922,1,3,4.169925001,4.700439718,3.321928095,5.977279923,3.169925001,2,4.392317423,4.700439718,4.392317423,3.906890596,3.700439718,2,4.700439718,4
SLC8A1-AS1,1,1,2.321928095,2.584962501,1,4.087462841,1,2.807354922,2.321928095,6.169925001,4.459431619,3.169925001,3.459431619,1.584962501,5.285402219,2,6.087462841,2.321928095,3,2.584962501,2,0,2.321928095,2.807354922,1,1.584962501,3.459431619,2.807354922,2.584962501,3.807354922,1.584962501,3.169925001,0,4.321928095,2.321928095,3.906890596,3.584962501,2.807354922,3,2.807354922,2,1.584962501,2.321928095,1,1,4.459431619,3.700439718,1.584962501,3.584962501,2,1,1,3.169925001,2.584962501,2,2,0,2.321928095,1.584962501,1.584962501,1.584962501,3.169925001,3.906890596,3.584962501,2.584962501,2,3.169925001,3.169925001,1,1,1.584962501,2.584962501,1.584962501,1,1.584962501,2.807354922,3.169925001,2.807354922,0,2.321928095,5.087462841,3.169925001,1.584962501,3.321928095,2,1.584962501,4.247927513,1.584962501,3,1.584962501,2,1.584962501,1.584962501,1.584962501,1.584962501,2.584962501,3.169925001,3,1.584962501,1.584962501,2.807354922,1,2.321928095,3.459431619,2.321928095,3.906890596,1,2.321928095,2,6.129283017,7.22881869,9.204571144,4,0,0,3,1,5.169925001,1.584962501,0,2.321928095,3.906890596,1.584962501,1,0,1,2.807354922,2.807354922,3,1.584962501,2,3.169925001,2.321928095,3,3.169925001,2.584962501,1.584962501,1.584962501,2,4.087462841,4.169925001,3.169925001,1.584962501,2.321928095,2.321928095,2.807354922,0,1.584962501,2.321928095,3.169925001,1,2.584962501,2.807354922,3.906890596,4.087462841,2.321928095,2.584962501,2.584962501,2.584962501,1,1.584962501,2.807354922,3.584962501,2.584962501,3,2.807354922,2,2
LINC01750,4.523561956,4.247927513,3.321928095,4.584962501,4.087462841,5.882643049,4.392317423,6.044394119,3,8.405141463,5.727920455,3,5.672425342,5.584962501,3,5.426264755,7.044394119,4.247927513,4,5.087462841,3.459431619,2,3.321928095,3.169925001,4.906890596,1,4.247927513,4.459431619,5,2.807354922,3.584962501,5.584962501,2,6.14974712,6,4.392317423,3.807354922,4.807354922,5.491853096,4.584962501,2,3.584962501,5.930737338,4.584962501,5.169925001,7.108524457,6.930737338,2.584962501,4.087462841,2.584962501,3.169925001,4.392317423,4.64385619,4.700439718,6.129283017,4.700439718,3.169925001,4.247927513,3.321928095,4.087462841,2.807354922,3.700439718,6.247927513,4.906890596,4.247927513,4.700439718,3,3.584962501,4,5.426264755,5,3.459431619,1,4,4.523561956,4.584962501,1,5.977279923,4.321928095,4.087462841,6.584962501,5.459431619,1.584962501,5.247927513,4.523561956,4.392317423,6.965784285,4.247927513,3.459431619,5.392317423,4.584962501,3.459431619,3.906890596,4.584962501,5.754887502,3.700439718,5.491853096,5.426264755,5.426264755,5.426264755,5.247927513,4,3.700439718,5.754887502,4.392317423,5.209453366,4.087462841,3.807354922,5.321928095,5.523561956,6.357552005,1.584962501,6.523561956,0,0,4.087462841,2.807354922,4.754887502,6.14974712,3.906890596,3.459431619,6.14974712,7.108524457,5.357552005,5.426264755,5.882643049,5.247927513,5.426264755,4.857980995,4.247927513,5.129283017,4.857980995,6.392317423,5.209453366,4.857980995,3.807354922,4.906890596,4.392317423,5.523561956,4.321928095,3.459431619,5.321928095,4.754887502,4.584962501,4.906890596,7.129283017,4.95419631,4.700439718,3.584962501,5.285402219,3.459431619,4.247927513,5.129283017,3.807354922,4.321928095,4.247927513,3,4.807354922,5.727920455,3.584962501,5.554588852,4.906890596,7.17990909,4.321928095,3.807354922,4.754887502,2.807354922,2.584962501
ROR1-AS1,3,4.392317423,5.129283017,3.807354922,5.554588852,6.22881869,2.321928095,5.426264755,4.857980995,2,4.584962501,3.807354922,4.459431619,4.459431619,3.584962501,6.375039431,3.321928095,3.700439718,5.491853096,3.807354922,6.87036472,2.807354922,4,3.459431619,3.459431619,1.584962501,4.321928095,5.247927513,3.459431619,4.321928095,5.247927513,4.754887502,2.807354922,6.539158811,3.584962501,2.807354922,4.247927513,3.700439718,5.129283017,4.321928095,5.459431619,4.247927513,2.807354922,4.321928095,3.807354922,6.820178962,2.584962501,3.321928095,6.820178962,3.807354922,3.169925001,6.539158811,5.044394119,5.392317423,3,4.169925001,3.906890596,4.169925001,4.247927513,4.64385619,3.459431619,4.321928095,4.584962501,7.562242424,5.087462841,5.491853096,3.459431619,3.321928095,2.584962501,5.247927513,3.169925001,4.459431619,2,4,4.807354922,3.321928095,7.076815597,5.906890596,3.906890596,5.554588852,1.584962501,2,5.754887502,2.807354922,5.906890596,4.857980995,3.700439718,5.64385619,5.321928095,6.523561956,4.95419631,6.491853096,4,3.459431619,3.584962501,4.64385619,3.584962501,4.857980995,3.459431619,3.459431619,4.392317423,3.807354922,1,4.169925001,1.584962501,4.95419631,3.459431619,5.672425342,5.129283017,3.700439718,3.459431619,1,6.303780748,2.321928095,2.807354922,3,1.584962501,3,3.169925001,3.321928095,2,5.247927513,4.95419631,4.087462841,4.247927513,8.535275377,5.459431619,5.044394119,4,3.584962501,6.266786541,5.523561956,5.169925001,6.491853096,5.807354922,4.392317423,5.044394119,4.392317423,4.523561956,4.459431619,4.459431619,4.247927513,5,6.22881869,5.129283017,6.754887502,5.209453366,4.807354922,5.209453366,2.584962501,3.906890596,5.087462841,4.523561956,3.321928095,6.06608919,2.584962501,4.247927513,5.247927513,4.64385619,4.857980995,3,8.049848549,4.857980995,4.087462841,3.700439718,4.169925001,3,6.686500527
LINC00582,2,2.807354922,1,3.169925001,1,3.169925001,3,2.321928095,0,0,4.906890596,2.584962501,3.459431619,4.087462841,1,2.321928095,1,1.584962501,2.807354922,0,0,1.584962501,1.584962501,1,2.584962501,2.584962501,2.321928095,1.584962501,1,4.584962501,0,1.584962501,1,3.459431619,4.523561956,0,3.807354922,1.584962501,1,0,1,1,0,0,1,3.807354922,1,3.321928095,2.584962501,0,1,5,4.087462841,3.169925001,2.321928095,1.584962501,2.807354922,1.584962501,0,1,2.321928095,1,5,2.807354922,0,4,2,0,1,1,4.247927513,1,1,5.285402219,3.321928095,2.321928095,1.584962501,1,2.807354922,4.754887502,1,3.169925001,4.169925001,3,0,0,1,2.321928095,1.584962501,3.700439718,0,3.906890596,3.584962501,1.584962501,1.584962501,0,1,2,3.169925001,1.584962501,0,1,2.584962501,4,0,0,0,2.807354922,0,1.584962501,0,1.584962501,1.584962501,0,1,0,3.169925001,0,1.584962501,1,0,1,2.584962501,2,2.321928095,1.584962501,2.584962501,2.584962501,1.584962501,0,3.321928095,2.584962501,1.584962501,2.321928095,4.087462841,3.321928095,1.584962501,3,1,3,0,2.584962501,3.906890596,1,2.321928095,1,1,2.584962501,0,1.584962501,1.584962501,2,1.584962501,1,2,2.807354922,0,2.807354922,1,2,0,1,2.321928095,2.321928095,1.584962501,2,0,2
