mRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
PCSK1N,8.807354922,7.888743249,7.14974712,12.4003458,5.129283017,9.807354922,10.03204573,11.08679969,4,15.74939809,11.36850646,8.558420713,11.41574177,9.118941073,7.906890596,10.08214904,16.62439567,10.23122118,7.108524457,8.87958325,7.977279923,9.159871337,6.930737338,9.060695932,9.016808288,5.807354922,11.46811489,10.5980525,11.26502894,9.375039431,6.700439718,8.897845456,6.614709844,10.21188829,8.758223215,5.584962501,8.731319031,9.055282436,10.75405237,9.457380879,8.361943774,9.233619677,8.06608919,9.041659152,10.68035952,10.36413466,17.59355161,6.95419631,8.511752654,7.813781191,11.03617361,7.918863237,6,11.31797782,10,10.79766153,7.139551352,11.268542,6.044394119,9.436711542,4.321928095,8.049848549,11.34040649,10.86727874,11.35645197,7.918863237,9.982993575,7.451211112,8.451211112,9.970105891,8.396604781,7.622051819,6.442943496,8.607330314,9.299208018,13.57908018,5,9.816983623,10.61194694,9.413627929,16.13432604,10.60733031,8.038918989,9.853309555,6.614709844,8.710806434,13.19213867,6.22881869,9.908392621,11.05460432,6.022367813,7.06608919,10.34540525,9.167418146,10.87267488,9.544964433,10.93295289,8.968666793,12.16207657,11.72834571,11.8837888,2.584962501,8.842350343,11.28771238,7.257387843,12.36276574,11.19537221,5.781359714,10.12412131,16.24800166,13.51162913,15.55521821,13.04490635,8,3.584962501,10.5943246,9.098032083,15.48652081,11.72749507,8.312882955,10.027906,13.14098949,10.94763694,10.25974326,8.22881869,10.80896417,11.18053081,9.116343961,9.030667136,6.087462841,7.409390936,13.86321835,8.573647187,7.539158811,10.63481105,12.15545073,8.224001674,10.37395266,9.121533517,10.666224,11.83880999,12.69457554,8.451211112,8.113742166,6.807354922,5.285402219,9.951284715,10.83209885,9.548821908,9.665335917,7.906890596,7.475733431,11.55842071,12.0986901,7.442943496,9.584962501,10.88034881,12.14146856,12.54158066,9.531381461,10.74062404,11.56890615,10.32192809,12.05799172,10.47471995,8.285402219,6.409390936,7.266786541
CACNA1B,4.392317423,4.247927513,3.169925001,6.491853096,1,9.276124405,4.169925001,6.392317423,2.807354922,8.62935662,7.965784285,4.754887502,7.118941073,6.523561956,3,4.459431619,9.581200582,4.523561956,3.700439718,4.64385619,1,4.087462841,3.169925001,2,4.169925001,1,7.139551352,6.64385619,5.930737338,2.321928095,2.807354922,5.044394119,3,7.108524457,4.95419631,1.584962501,7.055282436,4.169925001,6.392317423,3.169925001,6.022367813,4.64385619,3.169925001,5.491853096,4.906890596,9.383704292,7.988684687,1.584962501,7.108524457,1.584962501,4.807354922,2.321928095,7.707359132,5.727920455,3.807354922,4.523561956,2.584962501,6.321928095,0,4.523561956,4.321928095,3.584962501,6.658211483,6.022367813,5.857980995,3.321928095,5.209453366,3.807354922,2.584962501,4.087462841,5.209453366,5.727920455,2.321928095,4.754887502,5,5.554588852,3.807354922,5.882643049,3.459431619,4.807354922,11.87036472,5.672425342,3.700439718,2,1,6,3.700439718,4.584962501,4.857980995,6.539158811,2.807354922,3,5.930737338,5.285402219,5.392317423,4.906890596,5.906890596,3.459431619,6.523561956,6.50779464,6.614709844,4.64385619,9.766528909,6.857980995,2.584962501,7.129283017,4.857980995,0,6.475733431,10.54689446,11.54061241,13.52906447,7.189824559,6.930737338,1.584962501,3,3.169925001,11.3426303,5.169925001,3.321928095,4.087462841,6.523561956,4.321928095,6.209453366,4.321928095,7.06608919,5.285402219,5.321928095,6.129283017,2.321928095,6.700439718,7.622051819,4.64385619,4,6.087462841,5.321928095,2.584962501,5.584962501,6.62935662,5.614709844,6.599912842,7.531381461,6.426264755,4.584962501,2.321928095,3,4.906890596,6.321928095,3,4.392317423,2.807354922,6.781359714,6.475733431,4.321928095,5.523561956,4,5.977279923,6.50779464,8.257387843,4.321928095,3.584962501,6.339850003,6.50779464,6.285402219,5.700439718,5.672425342,2.321928095,3.321928095
STXBP5L,3.459431619,3.807354922,2.584962501,5.807354922,1,10.05663772,3.700439718,6.781359714,1,10.55074679,7.994353437,4.906890596,6.894817763,6.988684687,3.700439718,3.807354922,8.84862294,3.321928095,4.087462841,2.807354922,0,3.807354922,0,2,4,1,6.845490051,6.285402219,5.426264755,3,1,5.285402219,2.321928095,7.392317423,3.584962501,5.459431619,7.672425342,3.700439718,5.781359714,3.169925001,6.409390936,4.247927513,3.169925001,4.087462841,3.906890596,9.695228291,9.339850003,1,7.247927513,2.807354922,4.906890596,2.321928095,5.584962501,5.807354922,2.321928095,3.321928095,6.321928095,5.523561956,0,3.906890596,3.584962501,3.700439718,6.022367813,6.523561956,5.754887502,1,5,2.321928095,2.321928095,2.584962501,4,6.169925001,1.584962501,5.459431619,5.491853096,4.523561956,4.807354922,5.807354922,4.087462841,5.321928095,10.29232163,5.426264755,0,2,1.584962501,4.523561956,2.807354922,4.523561956,4.754887502,6.087462841,3.584962501,2.584962501,5.700439718,4.169925001,5.044394119,4.700439718,5.426264755,2.321928095,6.442943496,6.14974712,6.459431619,4.087462841,2.321928095,5.977279923,2,7.8008999,4.247927513,2.584962501,6.569855608,8.991521846,9.665335917,11.52307183,6.768184325,5.357552005,6.409390936,3.169925001,2.807354922,9.647458426,5,4.857980995,3.321928095,7.607330314,3.321928095,5.285402219,1.584962501,7.442943496,4.857980995,4.754887502,5.426264755,2,6.658211483,7.700439718,2.807354922,1,4.247927513,5.672425342,2.321928095,5.129283017,5,3.807354922,5.95419631,7.584962501,6.523561956,4.64385619,1,1.584962501,4.247927513,6.459431619,2.321928095,3.459431619,3.169925001,3.700439718,6.845490051,3.906890596,5.64385619,2.321928095,5.087462841,6.794415866,8.689997971,3.906890596,1,6.087462841,6.768184325,5.285402219,6.169925001,5.781359714,1,3
BEX1,9.495855027,7.577428828,6.62935662,10.25974326,4,11.39016896,8.985841937,9.909893084,2,14.36604895,10.53915881,8.611024797,10.43879185,9.71596199,5.129283017,7.266786541,13.83802206,7.366322214,8.977279923,8.022367813,6.22881869,8.144658243,5.087462841,5.700439718,6.918863237,4,9.661778098,9.5980525,9.35974956,3.807354922,5.584962501,10.08347933,5.357552005,11.85096815,6.64385619,2.584962501,10.1711768,7.098032083,9.511752654,6.741466986,8.754887502,9.677719642,5.64385619,7.14974712,8.396604781,12.97620609,14.67004762,3.906890596,9.984418459,6.14974712,8.447083226,4.700439718,8.888743249,9.398743692,6.930737338,7.882643049,3.169925001,8.894817763,5.426264755,7.761551232,6.426264755,6.965784285,10.27146303,9.049848549,8.64385619,6.087462841,8.6794801,6.62935662,9.887220615,8.562242424,8.861086906,8.754887502,4.857980995,8.491853096,8.607330314,10.55170826,7.665335917,8.108524457,7.851749041,7.321928095,13.36604895,7.721099189,10.34318572,7.129283017,4.169925001,8.471675214,7.118941073,7.475733431,7.417852515,10.78953364,8.290018847,3,9.041659152,8.06608919,10.39767463,8.189824559,10.29576893,6.942514505,10.38262403,10.00422047,9.815383296,5.285402219,5.459431619,9.68474862,3.906890596,10.86418614,8.607330314,3.906890596,9.417852515,13.20762447,14.01585058,12.80675099,10.38909352,2.321928095,1.584962501,5.727920455,7.044394119,13.55458885,9.59058705,5.357552005,7.098032083,11.73216743,9.124121312,10.11634396,6.266786541,10.60917874,9.136991112,9.139551352,9.850186838,1.584962501,9.921840937,11.46964182,6.459431619,6.794415866,8.113742166,9.172427509,8.562242424,9.375039431,8.912889336,8.357552005,10.04165915,10.29806257,10.41151099,7.741466986,4.087462841,1.584962501,8.569855608,9.649256178,7.330916878,7.754887502,7.787902559,7.357552005,10.215533,9.882643049,8.413627929,7.055282436,9.703903573,10.16867212,11.28366717,8.495855027,7.523561956,10.7548875,10.07414146,10.14720492,9.826548487,9.691743519,1.584962501,6.599912842
DKK1,8.724513853,9.192292814,10.88111396,11.49385545,10.13570929,7.011227255,9.784634846,8.894817763,11.29863541,2.321928095,7.64385619,10.81858218,9.240791332,8.603626345,7.813781191,8.918863237,2.807354922,9.566054038,8.038918989,12.11080953,9.187352073,3.321928095,10.77643303,8.87036472,11.39927792,7.434628228,7.820178962,7.876516947,12.14338321,8.405141463,10.92332749,7.409390936,7.781359714,11.55074679,11.45789384,10.68123841,9.816983623,9.118941073,7.238404739,9.50779464,10.88950396,9.499845887,8.442943496,7.303780748,11.68343329,8.144658243,2.584962501,9.797661526,10.62935662,12.6708775,6.942514505,7.189824559,7.257387843,10.05663772,10.47269084,12.02963233,7.714245518,5.392317423,11.3140167,10.51766939,12.35066299,6.584962501,7.383704292,10.06069593,9.980139578,8.189824559,11.11048331,5.807354922,7.076815597,7.409390936,9.057991723,12.70455212,11.06137119,12.30406606,11.1382718,6.882643049,10.79360331,12.86553997,7.209453366,8.842350343,0,8.405141463,7.129283017,9.493855449,12.08514046,8.700439718,0,12.55170826,9.893301531,8.717676423,9.929258409,8.721099189,10.33427329,8.588714636,9.463524373,12.18580462,8.707359132,9.902375114,8.049848549,9.607330314,9.375039431,11.70735913,2.807354922,9.121533517,11.55842071,8.816983623,7.098032083,9.226412193,5.169925001,4.392317423,3,1.584962501,6.754887502,5.426264755,1.584962501,8.082149041,13.01506653,1,10.94397991,11.33371443,6.357552005,7.475733431,5.087462841,5.087462841,9.792790294,9.951284715,10.53527538,5.392317423,6.700439718,9.21916852,10.00281502,10.29920802,6.988684687,12.546171,8.826548487,9.197216693,8.271463028,7.451211112,9.927777962,12.26502894,9.233619677,6.781359714,10.78708632,7.451211112,10.33985,8.54303182,8.14974712,8.693486957,4.906890596,10.72195361,9.285402219,12.0950673,9.22881869,6.768184325,8.845490051,9.749869427,11.68035952,8.936637939,7.787902559,8.45532722,9.523561956,7.8008999,8.857980995,8.13442632,5.357552005,8.885696373,7.523561956,9.946906274
CACNG5,1.584962501,2.807354922,3.807354922,5.044394119,1.584962501,9.638435914,4.95419631,6.554588852,1.584962501,6.06608919,8.071462363,5.426264755,6.409390936,5.977279923,3,1,6.599912842,2.807354922,1.584962501,3.169925001,1.584962501,3.169925001,2.584962501,2,2,5,5.584962501,6.50779464,4.95419631,2.321928095,3.459431619,6.700439718,2,6.727920455,1,1,6.14974712,3.459431619,2.807354922,3.584962501,5.087462841,3,0,1,3.584962501,9.355351096,9.821773982,3,5.930737338,3.169925001,3.807354922,4.906890596,5.882643049,6.044394119,1.584962501,2.807354922,1.584962501,5.930737338,2,3.584962501,1,3.321928095,3.459431619,4.321928095,4,3.169925001,4.906890596,3,1,2,3.169925001,6.539158811,1.584962501,3.700439718,3.459431619,3.700439718,2.321928095,0,4,4.857980995,8.184875343,3.321928095,4.95419631,3.807354922,1.584962501,5.087462841,2,3.321928095,4.459431619,4.906890596,0,2.807354922,6.06608919,1,4,4,6.357552005,2.807354922,5.64385619,6.375039431,6.569855608,2.321928095,0,7.303780748,1.584962501,7.022367813,4.64385619,1.584962501,5.285402219,8.076815597,7.592457037,2.807354922,5.727920455,0,0,1,2,5.491853096,5.285402219,3.321928095,1.584962501,8.30833903,3.807354922,5.087462841,1,7.982993575,4,4.523561956,5,1,6.781359714,5.754887502,3,3.700439718,4.523561956,4.857980995,0,4.087462841,3.459431619,5.209453366,5.832890014,7.247927513,6.475733431,4.700439718,2,2.321928095,4,4.523561956,3.700439718,2.584962501,2.584962501,3.459431619,7.74819285,3.321928095,3.584962501,3,4.64385619,6.087462841,7.531381461,4,2.584962501,6.392317423,5.754887502,4.857980995,5.087462841,3.321928095,2,4
UPK3B,9.411510988,10.93957921,7.64385619,7.055282436,12.04848687,3.807354922,7.658211483,6.247927513,6.857980995,4.906890596,7.055282436,7.851749041,7.257387843,4.087462841,8.060695932,3.584962501,3.807354922,7.636624621,9.712527,6.727920455,9.816983623,3.906890596,11.07280253,8.930737338,6.409390936,9.461479447,5.169925001,6.022367813,12.31259938,10.85564717,9.008428622,6.22881869,4.906890596,11.32979634,11.50133962,7.348728154,3.584962501,5.087462841,7.531381461,8.527477006,8.948367232,5.930737338,8.082149041,4.64385619,6.22881869,3.584962501,5.459431619,13.39030333,6.882643049,6.754887502,8.599912842,5,2.584962501,4.754887502,8.366322214,9.607330314,12.52601011,6.988684687,6.209453366,8.144658243,4.247927513,6.475733431,4.807354922,7.044394119,7.044394119,6.658211483,4.807354922,7.584962501,5.285402219,6.845490051,8.584962501,6.475733431,10.48884435,6.339850003,9,6.977279923,6.189824559,6.442943496,7.055282436,6.357552005,1,8.647458426,1.584962501,8.087462841,7.108524457,6.87036472,5.832890014,8.693486957,5,10.53527538,8.199672345,6.129283017,9.876516947,11.37883671,7.06608919,8.092757141,7.022367813,5.169925001,2.807354922,6.321928095,5.584962501,4.087462841,4.754887502,8.124121312,4.95419631,9.440869168,7.592457037,4.64385619,8.271463028,6.044394119,3.321928095,6.794415866,3.584962501,3.169925001,3,8.383704292,9.047123912,3,6,11.21492619,5.392317423,5.930737338,5.727920455,4.807354922,6.491853096,5.614709844,6.266786541,6.614709844,5.169925001,6.209453366,6.189824559,8,6.894817763,9.712527,5.906890596,9.144658243,5.044394119,5.523561956,9.271463028,7.139551352,8.451211112,5.781359714,2.584962501,6.22881869,6.741466986,9.337621902,6.392317423,8.113742166,3.906890596,8.936637939,8.224001674,5.357552005,10.2911707,7.6794801,4.906890596,5.087462841,9.997179481,8.527477006,7.665335917,6.409390936,8.033423002,5.930737338,5.832890014,8.317412614,6.64385619,3.584962501,7.022367813,8.87036472
VWA5B2,6.554588852,6,5.832890014,9.01402047,4.169925001,11.23062093,6.714245518,9.157346935,2.321928095,12.14497682,10.18487534,6.321928095,9.981567282,8.73470962,4.584962501,7.672425342,12.85174904,6.50779464,6.087462841,6.459431619,4,6.807354922,4.807354922,5.169925001,5.930737338,3.906890596,9.908392621,9.326429487,7.900866808,3.584962501,4.459431619,7.54689446,5.044394119,9.815383296,6.62935662,5.209453366,9.700439718,5.781359714,8.113742166,6.044394119,8.164906927,6.930737338,5.727920455,2.807354922,7.087462841,11.48482289,14.54725605,4.857980995,8.654636029,5.491853096,8.28077077,4.807354922,7.14974712,8.038918989,6.942514505,7.54689446,4.392317423,8.87958325,3.584962501,7.159871337,5.209453366,5.95419631,9.741466986,8.611024797,8.011227255,5.64385619,7.686500527,5.857980995,6,6.700439718,6.686500527,7.409390936,1.584962501,6.714245518,6.965784285,9.620219826,4.700439718,5.832890014,7.022367813,7.06608919,13.93036775,7.77478706,4.392317423,6.108524457,4.95419631,7.426264755,3.169925001,5.930737338,7.276124405,8.797661526,4.857980995,4.392317423,8.169925001,6.357552005,8.700439718,7.658211483,8.189824559,6.303780748,9.552669098,9.54303182,9.103287808,8.888743249,5.700439718,9.027905997,3.700439718,9.816983623,7.339850003,4,7.960001932,13.22701419,12.77869318,14.45224124,9.864186145,4.169925001,3,4.087462841,6.491853096,12.24406646,8.290018847,5.169925001,6.857980995,10.34096276,6.658211483,8.475733431,5.754887502,9.30833903,8.257387843,7.285402219,8.257387843,3,7.562242424,11.06743436,6.977279923,4.700439718,8.758223215,8.038918989,4.247927513,8.392317423,8.383704292,6.658211483,8.77148947,10.70043972,7.6794801,6.475733431,3.169925001,3.169925001,7.614709844,9.231221181,5.807354922,6.807354922,5.584962501,6.087462841,9.654636029,6.906890596,7.930737338,6.686500527,8.651051691,9.445014846,11.59618976,6.64385619,7.033423002,8.721099189,8.430452552,8.710806434,7.894817763,6.882643049,2,5.169925001
GJB6,8.980139578,7.375039431,8.430452552,2,8.791162889,4.64385619,6.741466986,3.459431619,4.807354922,0,3.807354922,10.24317398,1.584962501,3.700439718,5.95419631,6.614709844,1,6.442943496,10.66977089,4.584962501,6.672425342,3,7.118941073,5.426264755,4.906890596,5.754887502,8.044394119,4.087462841,10.45018025,5.727920455,5.977279923,1,6.169925001,8.46760555,6.189824559,9.749869427,5.554588852,5.247927513,6.714245518,4.807354922,6.491853096,2.807354922,3.459431619,2,7.266786541,3,2,11.09539702,9.126704473,7.994353437,5.491853096,4.321928095,5.727920455,5.727920455,5.523561956,6.22881869,6.845490051,4.906890596,5.087462841,7.118941073,8.764871591,4.64385619,4,7.714245518,7.839203788,5.044394119,6.14974712,5.857980995,4.523561956,2.807354922,5.247927513,6.741466986,7.22881869,3.584962501,7.651051691,5.64385619,9.665335917,3.906890596,6.044394119,7.312882955,4.64385619,4.857980995,0,4.906890596,4.64385619,3.807354922,7.77478706,9.17990909,7,6.339850003,4.523561956,5.209453366,4.321928095,5.169925001,3.169925001,12.17305246,9.348728154,8.169925001,4.087462841,6.169925001,5.321928095,5.209453366,8.487840034,6.357552005,4.523561956,8.169925001,2.584962501,7.06608919,6,5.700439718,1,1.584962501,1,9.036173613,1.584962501,10.02513956,6.209453366,1,2.321928095,10.35314683,5.285402219,5.700439718,3.584962501,5,4,2,3.807354922,5.209453366,2.584962501,6,7.562242424,6.930737338,2,8.97441459,7.276124405,12.1582941,4.906890596,3.169925001,4.754887502,7.499845887,6.409390936,4.247927513,5,6.64385619,5.459431619,4.169925001,0,8.033423002,5.392317423,10.41785251,6.50779464,6.930737338,6.906890596,6.169925001,3.169925001,6.108524457,3.906890596,5.554588852,5,7.636624621,6.50779464,4.459431619,7.658211483,1,6.87036472,4.754887502,5.754887502,3
SPOCK3,3.169925001,0,5.129283017,7.400879436,8.103287808,8.968666793,3.700439718,4.392317423,5.700439718,10.57931594,7.988684687,7.312882955,5.129283017,6.930737338,3.459431619,4.700439718,7.011227255,3.807354922,4.087462841,3.700439718,4.807354922,4.392317423,5.321928095,3.169925001,4.459431619,0,6,6.321928095,5.554588852,2.584962501,0,5.169925001,3.459431619,8.199672345,2.584962501,7.06608919,6.965784285,3.321928095,6.392317423,3,8.438791853,4.584962501,2.807354922,5.857980995,1.584962501,8.092757141,8.475733431,8.611024797,6.62935662,6.894817763,4.906890596,1,6.375039431,5.832890014,3.459431619,4.087462841,2,5.807354922,1.584962501,4.700439718,1,2.321928095,5.523561956,6.930737338,5.321928095,3.700439718,5.614709844,3.321928095,1,3,5.087462841,5.672425342,4.754887502,6.087462841,3.807354922,4.754887502,6.209453366,6.357552005,2.321928095,4.700439718,12.33119688,5.977279923,0,3.700439718,2,4.392317423,3.807354922,5.977279923,3.584962501,5.614709844,2.321928095,1.584962501,5.426264755,5.321928095,4.64385619,8.909893084,6.129283017,2.584962501,6.169925001,7.339850003,5.426264755,6.108524457,8.915879379,7.033423002,1,6.392317423,5.321928095,2.584962501,5.129283017,8.592457037,10.36522885,0,6.087462841,6.409390936,6.06608919,5.857980995,7.108524457,13.54049133,4.459431619,0,3.584962501,6.108524457,4.700439718,5.209453366,3.700439718,8.339850003,4.087462841,4.64385619,5,3.459431619,6.64385619,7.781359714,4.247927513,10.30833903,4.906890596,4.95419631,1.584962501,6.700439718,6.22881869,4.64385619,6.266786541,6.539158811,6.741466986,5.754887502,0,2.807354922,4.64385619,5.807354922,3,5.459431619,4.392317423,6.129283017,7.169925001,3,7.321928095,4.906890596,7.366322214,5.832890014,7.721099189,4.247927513,4,6.857980995,7.17990909,3.807354922,7.238404739,6.882643049,1,8.383704292
PLAAT2,7.794415866,7.851749041,8.700439718,8.049848549,8.558420713,6.14974712,6,4.95419631,8.46760555,1.584962501,8.921840937,8.383704292,6.781359714,5.209453366,6.727920455,7.276124405,2,6.599912842,7.383704292,8.209453366,5.832890014,0,7.994353437,4.087462841,6.569855608,9.77807713,5.95419631,10.84235034,8.997179481,6.409390936,9.202123824,6.820178962,7.357552005,8.451211112,10.75154406,5.700439718,7.569855608,8.124121312,4.754887502,8.353146825,9.187352073,5.700439718,9.326429487,5.700439718,7.54689446,4.459431619,2,5.754887502,5.321928095,5.087462841,5.832890014,8.257387843,2.321928095,8.164906927,10.16867212,8.700439718,9.008428622,6.339850003,5.977279923,8.50779464,7.539158811,5.087462841,6.754887502,6.087462841,6.321928095,6.14974712,8.335390355,7.098032083,4.087462841,7.77478706,7.807354922,8.422064766,8.73809226,8.082149041,7.614709844,6.22881869,10.27961058,8.383704292,5.044394119,6.247927513,1,9.766528909,3.321928095,10.07146236,8.550746785,5.129283017,2.321928095,7.977279923,7.118941073,8.344295908,7.554588852,8.632995197,7.330916878,6.857980995,7.64385619,7.888743249,9.079484784,3.169925001,5.700439718,6.781359714,7.977279923,7.257387843,7.960001932,6.409390936,9.105908509,6.807354922,8.918863237,5.95419631,8.962896005,3.807354922,2.321928095,0,4.700439718,6.357552005,3.584962501,9.13442632,7.599912842,1,9.899356923,10.70043972,6.50779464,7.21916852,5.087462841,4.523561956,8.599912842,5.129283017,9.142107057,4.392317423,4.247927513,6.807354922,4.857980995,6.266786541,6.50779464,5.044394119,4.754887502,5.672425342,9.292321633,4.64385619,4.459431619,8.54689446,7.636624621,5.807354922,5.584962501,10.32867493,7.383704292,9.804131021,8.098032083,6.303780748,3.459431619,7.651051691,7.845490051,6.754887502,10.69174352,2,4.087462841,5,7.276124405,9.202123824,5.321928095,4.584962501,8.894817763,9.326429487,8.727920455,9.48984796,4.392317423,6.303780748,6.339850003,8.651051691
